,label,企业名称,所在城市,经营业务范围,统一信用代码
94,高端装备制造,中车山东机车车辆有限公司技术中心,山东省,"轨道工程机械及配件、货车及配件制造、修理;桥式起重机和门式起重机、给排水设备的制造、安装;风电场建设运营的技术咨询;风力发电装备的工程设计;风动工具制造、铆焊、机械加工;钢结构桥梁、铁塔的制作、安装;大型钢构、风力发电塔筒制造、销售;环保设备设计、制造、维修;进出口业务;房屋、设备租赁;机械技术咨询,相关产品研发、技术开发、技术转让;会议服务;招标代理服务;普通货运;货物装卸、货运代理、仓储服务(不含危险品);市政公用工程;专有车辆、风力发电装备及配件、矿产品、建材及化工产品(不含危险品)、机械设备、五金交电、电子产品的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
95,能源原材料,山东康平纳集团有限公司技术中心,山东省,"煤炭批发经营;毛纺织产品、服装、鞋帽生产、加工;机械制造、加工、销售;日用百货、毛纺织纤维原料销售、针织品及纤维原料、麻纺织纤维原料销售;棉纱、有色金属材料(不含贵金属及稀有金属)、电解铜、电解铝、钢材、铁矿石、铁精粉、建材、焦炭、化工产品(不含危险化学品)、农用机械设备、五金交电、电子产品、家用电器、工艺品(不含文物)、家具的批发零售;进出品贸易(不含国营贸易管理货物进出口)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
97,医养健康,辰欣药业股份有限公司技术中心,山东省,"片剂、软膏剂、乳膏剂、眼膏剂、滴眼剂、搽剂(均含激素类)、灌肠剂、洗剂,冻干粉针剂(含抗肿瘤药),大容量注射剂(含抗肿瘤药)、滴耳剂、滴鼻剂、硬胶囊剂、软胶囊剂、酊剂(外用)、冲洗剂、小容量注射剂(含激素类、抗肿瘤药)、粉针剂,原料药,特殊医学用途配方食品、第二类精神药品制剂的生产与销售(有效期限以许可证为准);货物与技术的进出口业务(国家限制或禁止的除外);药品研发技术服务;保健食品“辰欣牌果味维生素C咀嚼片”、“辰欣牌钙咀嚼片(孕妇型)”、“辰欣牌钙咀嚼片(青少年儿童型)”、“辰欣牌维C加锌咀嚼片”、“辰欣牌叶酸铁片”、“辰欣牌维D3钙咀嚼片(中老年型)”的生产、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
98,医养健康,迪沙药业集团有限公司技术中心,山东省,"片剂、颗粒剂、硬胶囊剂(均含头孢菌素类)、小容量注射剂的生产及销售本企业产品(有效期限以许可证为准);中药饮片(含直接口服饮片,炮制范围:净制、切制、炒制、炙制、蒸制、煮制、炖制、煅制、制炭、燀制)的生产和销售(有效期限以许可证为准);保健食品的生产和销售(许可范围及有效期限以食品卫生许可证为准);食品生产;食品销售;食品添加剂的生产、销售;备案范围内的货物及技术进出口;海洋生物制品的研发、生产、销售、技术开发、技术转让与技术咨询服务;室内外装饰装修工程施工;药品结构确证的检验检测服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
99,高端装备制造,山东双轮股份有限公司技术中心,山东省,"设计、开发、生产、经营各种泵类产品、各种铸件、泵产品配件、与泵类产品相配套的产品,成套开关设备和控制设备、给排水成套设备、消防设备、环保设备、一体化预制提升泵站、成套设备的监视监控检测网络系统;合同能源管理;压力设备的销售;水利水电安装工程施工;机电安装工程施工;备案范围内的货物和技术的进出口。(依法禁止的项目除外,依法须经批准的项目,经相关部门批准后方可开展经营活动)",-
100,高端装备制造,山东汇丰铸造科技股份有限公司技术中心,山东省,"普通货运(有效期限以许可证为准);铸件、锻件、冲压;电机、石材加工机械、塑料工业用机械、塑窗设备、面食工业用机械的制造;货物进出口、技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
101,高端化工,金正大生态工程集团股份有限公司技术中心,山东省,"复混肥料、复合肥料、掺混肥料、缓释肥料、控释肥料、有机肥料、有机-无机复混肥料、水溶性肥料、微生物肥料、硅钙钾镁肥、磷酸二氢钾、液体肥、叶面肥等各种肥料的生产和销售;生产销售:盐酸、硫酸、硝酸(安全生产许可证期限以许可证为准);石膏的生产销售;土壤调理剂的生产销售;各类农用肥料、原材料、农机器械、农药(不含剧毒、危险化学品)、不再分装的袋包装种子的销售;相关技术、装备、工程项目的咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",-
102,高端化工,华纺股份有限公司技术中心,山东省,"热力的生产、销售;电力的生产、销售(以上项目有效期限以许可证为准)。棉、化纤纺织及印染精加工,棉及化纤制品、服装、服饰、家用纺织制成品、特种劳动防护用品、染料和印染助剂(不含危险化学品)的生产、加工、销售;棉花收购、销售;新产品的技术开发、技术咨询服务及技术转让;机电设备、煤渣、煤灰的销售;仓储;进出口业务;混凝土砌块及粉煤灰砖的生产与销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",-
103,高端化工,阳谷祥光铜业有限公司技术中心,山东省,"煤炭批发经营、余热发电、销售;硫酸、氧、氩、氮、硫酸铜、二氧化硒、精硒、硫酸镍生产、销售(凭安全生产许可证经营,有效期限以许可证为准);有色金属、贵金属、有色金属合金及相关副产品的冶炼、压延、加工与深加工及其技术的研发、应用、推广、销售;矿渣综合利用,金、银、铜、铂、钯、铼制工艺品、装饰品、塑料制品加工、销售;硫金矿、精金矿贵金属矿砂及其他贵金属矿砂的销售。(国家法律、法规禁止生产经营的除外、需前置审批的、未取得经营许可证之前不得经营);经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进出口业务、原辅材料仓储、租赁(但国家限定公司经营或禁止进口的商品及技术除外)(依法须经批准的项目,经相关部门批准后方可开展经营活动)。” ",-
104,现代金融,宝世达国际控股集团有限公司技术中心,山东省,"实业投资,房地产项目投资,投资管理(不含期货、证券等金融业务);精密铜管、电磁线、合金制品、不锈钢制品、电线电缆、电工器材、电动机、发电机、LED电子产品、石油钻采设备的生产(不含特种设备)、批发、零售;环保设备制造,环保设施运营服务;金银制品销售;进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
105,能源新材料,山东招金集团有限公司技术中心,山东省,"金矿勘探;矿山机械制修;浮选用黄药、矿山机电设备的生产、销售;货物及技术的进出口业务(依法须经批准的项目,经相关部门批准后方可开展经营活动)",-
106,高端化工,山东龙力生物科技股份有限公司技术中心,山东省,"氢气400Nm3/h、纤维乙醇50000吨/年、二氧化碳30000吨/年生产与销售(有效期限以许可证为准);食品、食品添加剂、保健食品的生产与销售;饲料、饲料添加剂的生产与销售;木质素的生产与销售;粮食、玉米芯的收购加工销售;预包装食品批发兼零售;货物及技术进出口业务;生物技术、新材料技术、质检技术、节能技术、农业技术的开发、转让、咨询、服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
107,高端装备制造,玫德集团有限公司技术中心,山东省,"生产、销售:玛钢管件、衬塑管件、涂塑管件、消防及燃气管件、球铁沟槽管件、沟槽衬塑管件、沟槽涂塑管件、灰铸铁管件、铸铜管件、不锈钢管件、阀门、阀门配件、阀门铸件、电力金具、管路连接件、铸件、机械配件、空调配件、螺栓螺母、橡胶圈、编织袋、包装纸箱;水、油、气流体精密智能阀门产品及模具、设备的研发、设计;销售冶金炉料、钢材、金属制品、五金交电、建材;房屋租赁;普通货运;进出口贸易;企业管理咨询;物业管理。(依法须经审批的项目,经相关部门批准后方可开展经营活动) ",-
108,高端化工,天元建设集团有限公司技术中心,山东省,"土木工程建筑、安装、装饰、幕墙、智能化、计算机系统集成、钢结构工程总承包业务及工程设计、工程施工、项目管理和相关的技术与管理服务;道路、桥梁、市政工程施工;房地产开发服务;建筑材料、构配件、建筑机械设备制造、销售、租赁;建筑机械设备安装与维修(不含特种设备);周转材料、附着升降脚手架租赁及销售;建筑机械配件销售;承包与其实力、规模、业绩相适应的国外工程项目;对外派遣实施上述境外工程所需的劳务人员;园林绿化工程设计、施工与养护;假山、雕塑制作安装;苗木、花卉、草坪培育、种植、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
112,医养健康,九阳股份有限公司技术中心,山东省,"小家电产品和厨房用具的研发、生产及技术咨询;粮食的储藏及加工,食品生产和加工(凭许可证经营)(不含稻谷、小麦、玉米收购、批发);销售本公司生产的产品;房屋租赁;国内广告业务;经济贸易咨询。(外资产业指导目录特别管理规定的项目除外)(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
113,海洋经济,蓬莱京鲁渔业有限公司技术中心,山东省,"远洋捕捞;生产销售:速冻食品、饮料、蔬菜制品、水果制品、罐头;普通货运;海水养殖;加工销售:养殖器材、渔需物资;批发零售:五金交电;海水育苗;货物进出口、技术进出口;货物仓储服务(不含危险品及国家专控产品)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
114,能源原材料,山东圣阳电源股份有限公司技术中心,山东省,"HW49阀控式密封废铅酸蓄电池收集、贮存(凭许可证经营,有效期限以许可证为准)。锂电池回收、贮存、经营、再利用;蓄电池、电池、太阳能电池、新型化学物理电源、蓄电池零部件、电源设备、电子电器、风能驱动、光伏发电及其他发电机组、机械零部件、机械设备的研发、制造和销售、新技术改造应用;电池管理系统、储能监控系统、储能能量管理系统、储能设备及其零部件、软件系统、储能系统的研发、设计、制造、销售和安装、运营、服务;能源互联网、智慧能源、新能源技术研发、转让、咨询和服务;机电设备安装工程专业承包;电力工程设计、施工;电力购销、合同能源管理;蓄电池及电源系统的维修、维护;本公司生产及代理产品、技术的出口业务、本公司科研和生产使用及代理产品、技术的进口业务。(国家限定公司经营或禁止公司经营的货物或技术除外),经营“三来一补”业务;房屋、设备租赁(依法须经批准的项目,经相关部门批准后方可开展经营活动)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
115,高端装备制造,通裕重工股份有限公司技术中心,山东省,"大型锻件坯料、电渣锭、锻件、管模、数控机床、通用机械非标准设备制造、销售;货物及技术进出口业务;铸件、焊接件、桥式起重机、门式起重机、压力容器设计、制造、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
116,高端装备制造,盛瑞传动股份有限公司技术中心,山东省,"开发、设计、制造、销售工程机械、农业机械、传动机械、柴油机零部件、汽车自动变速箱及其零部件、汽车零部件;为上述产品提供维修服务;货物进出口、技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动,有效期以许可证为准) ",-
117,能源原材料,龙口矿业集团有限公司技术中心,山东省,"煤炭开采、销售(限分支机构经营)。(有效期限以许可证为准)。在法律法规规定的范围内对外投资及管理,企业管理咨询服务;碳纤维复合材料制品、汽车配件、建筑材料、不锈钢管件、船用配件、集装箱配件的销售;铸铁件、砂型铸件、机械设备、仪器仪表及配件的销售;机械设备租赁、房屋租赁;会议服务;备案范围进出口业务(凭备案证经营);工程测量:控制测量、地形测量、矿山测量、建筑工程测量、固体矿产勘查;建筑施工工程、矿山工程、机电设备安装工程、修缮服务(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
118,高端化工,中节能万润股份有限公司技术中心,山东省,"安全生产许可证范围内的危险化学品生产(有效期限以许可证为准)。液晶材料、医药中间体、光电化学品、专项化学用品(不含危险品)的开发、生产、销售;出口本企业自产的产品,进口本企业生产科研所需的原辅材料,机械设备,仪器仪表及零配件;房屋、设备的租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
119,医养健康,寿光富康制药有限公司技术中心,山东省,"生产、销售:原料药(甲氧苄啶)、原料药(磺胺甲噁唑)、原料药(盐酸二甲双胍、奥美拉唑、伊曲康唑、盐酸丁咯地尔、氯氮平、兰索拉唑、泮托拉唑钠)、片剂(氯氮平分散片、复方磺胺甲噁唑片、盐酸二甲双胍片、盐酸二甲双胍缓释片、丁咯地尔片)、硬胶囊剂(曲司氯铵胶囊、奥美拉唑胶囊、复方奥美拉唑胶囊)、微丸剂(奥美拉唑微丸、兰索拉唑微丸、泮托拉唑微丸)、水产深加工品:钝顶螺旋藻速溶粉、食用钝顶螺旋藻速溶粉、ODB(2-苯氨基-3-甲基-6-二丁氨基荧烷)、溴化钠、苯氧基聚磷腈、甲醇钠甲醇溶液、批发(无储存);硫酸、盐酸、1,2-二溴乙烷、1-氯-3-溴丙烷、溴(化)乙烷、1-溴丙烷、1-溴丁烷、2-溴丙烷(依法须经批准的项目,经相关部门批准后方可开展经营活动,有效期以许可证为准)。 ",-
120,能源新材料,金能科技股份有限公司技术中心,山东省,"粗苯、焦炉煤气、煤焦油、硫磺、巴豆醛、甲苯、二甲苯、纯苯、重质苯、氢气、萘、洗油、粗酚、焦油沥青、蒽油、轻油(苯)、甲醇、杂醇(甲醇)、液氧、液氨、氮气(压缩)、对甲酚、硫酸、对甲苯磺酸、混酚生产、销售(有效期限以许可证为准);煤炭批发经营;炭黑、冶金焦炭、炭黑焦油、硫铵、白炭黑、泡花碱、食品添加剂二氧化硅、饲料添加剂二氧化硅、食品添加剂山梨酸、饲料添加剂山梨酸、食品添加剂山梨酸钾、饲料添加剂山梨酸钾的生产销售(不含危险化学品);城市供热;电力生产;本企业产品的技术研发;经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进出口业务;机械设备租赁(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
121,高端化工,淄博工陶耐火材料有限公司技术中心,山东省,"生产耐火材料、日用陶瓷、工业陶瓷、机械设备,筑炉,销售本公司生产的产品(依法须经批准的项目,经相关部门批准后方可开展经营活动,有效期限以许可证为准)。 ",-
122,能源原材料,山东晨阳新型碳材料股份有限公司技术中心,山东省,"碳纤维、碳复合材料及碳素制品、耐火材料、煤化产品(以上均不含国家限制范围)的生产、销售;备案范围内的技术及产品的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
123,高端化工,济南澳海炭素有限公司技术中心,山东省,"余热发电(有效期限以许可证为准);炭素、炭素制品、耐火材料制造销售,铝及铝制品销售,五金交电销售。经营与本企业相关的进出口业务(按资格证书经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",-
124,高端化工,史丹利农业集团股份有限公司技术中心,山东省,"盐酸(副产品)生产销售(有效期限以许可证为准)。复混肥料、复合肥料、掺混肥料、有机肥料、微生物肥料、缓控释肥料、水溶肥料、水溶性肥料、有机-无机复混肥料、生物菌肥、微生物菌剂、复合微生物菌剂、土壤调理剂、各种作物专用肥及其他新型肥料的研发、生产、化肥原材料的销售;仓储服务、相关技术的咨询服务(不含危险品)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
125,现代农业,山东鲁花集团有限公司技术中心,山东省,"批发兼零售预包装食品(有效期限以许可证为准)。进口业务(国家限定公司经营或禁止进口的商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
126,高端化工,山东洁晶集团股份有限公司技术中心,山东省,"原料药(碘、甘露醇)、食品添加剂-褐藻酸钠、藻酸丙二醇酯(PGA)生产;批发兼零售预包装食品(以上凭有效许可证经营,有效期限以许可证为准);褐藻酸钠、褐藻胶、褐藻胶增稠剂、复合增稠剂(工业级)、综合型增稠剂(工业级)、海藻酸、海藻酸钾、海藻酸钙、海藻酸盐、海带粉、海带(昆布)萃取物(岩藻聚糖硫酸酯)、水溶性肥料、有机肥、生物有机肥、农用微生物菌剂、有机无机复混肥料、海带浓缩粉、海带多糖块的生产、销售;金属材料、铁矿石、橡胶、工业用木薯干、肥料、初级水产品(不含食品)销售;批准范围内的自营进出口业务;水产养殖(全民所有的水域及滩涂除外)。依法须经批准的项目,经相关部门批准后方可开展经营活动 ",-
127,能源原材料,烟台正海磁性材料股份有限公司技术中心,山东省,"生产销售各种磁性材料及相关元器件,货物和技术的进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
128,现代农业,山东三星集团有限公司技术中心,山东省,"餐饮业(限分支机构经营);(有效期限以许可证为准)。生产销售榨油设备、淀粉设备、风电设备、各种钢结构产品、免烧砖;玉米油生产技术的科研开发;货物配送。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
129,医养健康,山东福瑞达医药集团有限公司技术中心,山东省,"中成药、化学原料药、化学药制剂、抗生素、生化药品(冷藏冷冻药品除外)的批发;许可证批准范围内的Ⅱ、Ⅲ类医疗器械销售;保健品的批发销售(以上项目的有效期限以许可证为准);日用百货、消毒用品、化妆品及卫生用品的销售;生物化学技术开发;生物化工原料生产(不含危险化学品);进出口业务;在经核准的区域内直销经核准的产品(具体产品以商务部直销行业管理信息系统公布的为准);预包装食品、散装食品、保健食品、家用电器、厨房用具、清洁用品、个人卫生用品的批发兼零售;会议及展览服务;旅游项目开发;网站设计、网页开发、维护、服务器租用(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
130,医养健康,山东齐都药业有限公司技术中心,山东省,"药品生产、销售(按照《药品生产许可证》【鲁20160064】核定的生产种类、限定的生产地址从事生产、经营,有效期限以许可证为准);货物进出口(法律、行政法规和国务院决定规定禁止经营的项目除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",-
131,医养健康,山东信得科技股份有限公司技术中心,山东省,"生产销售兽用粉剂/预混剂/散剂、颗粒剂(含中药提取)/片剂、最终灭菌小容量注射剂(含中药提取)、口服溶液剂(中药提取)、消毒剂(固体、液体)、中药提取(甘草浸膏、甘草流浸膏)、卵黄抗体生产线、转移因子口服液生产线、添加剂预混合饲料、饲料添加剂、饲料、饲料原料;进出口业务(不含进口分销);代理兽用生物制品;农牧养殖设备的批发、零售、租赁;化工产品(不含危险化学品)的批发、零售;销售兽医器械;环保设备及配件的研发、生产和销售(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
133,海洋经济,山东东方海洋科技股份有限公司技术中心,山东省,"海水动植物养殖、育种、育苗;食品加工;预包装食品批发兼零售。(有效期限以许可证为准)。水产新技术、新成果的研究、推广应用;水产技术培训、咨询服务;水产品、果品、蔬菜、肉禽蛋冷藏、储存、加工(初级)、收购、销售;经营本企业自产产品及技术的出口业务;经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品及技术除外);经营进料加工和“三来一补”业务;海上、航空、陆路国际货运代理业务,货运代理、信息配载、仓储理货、普通货运;货物的仓储业务;自建房屋租赁经营业务;木质包装盒、纸和纸板容器、塑料包装箱及容器的加工、生产和销售;化妆品销售;垂钓服务;生物制品、医药中间体、诊断试剂的研究开发、技术转让,保健食品、医疗器械、医疗用品的生产、批发零售,药品研究、制造;临床检验服务;诊断技术、医疗技术的开发、服务、咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",-
134,高端化工,山东隆科特酶制剂有限公司技术中心,山东省,"粮食收购。生产销售:酶制剂及生物发酵制品、红薯淀粉;酶制剂及生物发酵制品的研发、成果转化;本企业自产产品及相关技术的出口业务(国家组织统一联合经营的商品除外);经营本企业生产、科研所需的原材料辅料、机械设备、仪器仪表、零配件及相关技术的进口业务(国家实行核定公司经营的进口商品除外);经营本企业进料加工和“三来一补”业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",-
135,高端化工,威海金泓集团有限公司技术中心,山东省,"氯化聚乙烯、丙烯酸酯类共聚物、氯化聚氯乙烯、聚氯化铝、聚丙烯酰胺、吸收剂、各种塑料管材、汽车配线、配件的研发、生产和销售;房地产开发;备案范围内的货物和技术进出品。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
136,旅游产业,海汇集团有限公司技术中心,山东省,"货物、技术进出口;环保设备、塑料机械、包装机械、液压机械、工程机械配件、汽车配件、农机及配件、建材机械及配件、铸钢件、纺织服装产品、塑料制品、建材产品、化工产品(不含危险化学品)、农品(不含仪器及国家专营专控)、输送机械、专用汽车的生产、销售;智能装备、自动化成套设备、机器人系统研发、技术服务、生产、销售;钢材的销售;机械设备安装;汽车、房屋租赁;旅游信息咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
137,信息产业,山东鲁能智能技术有限公司技术中心,山东省,"电气自动化设备、电力机器人、无人机巡检系统、智能微电网产品、储能设备、节能设备、电池管理设备、电动汽车充换电设备及仪器仪表的研发、设计、生产、销售、服务、租赁;电动汽车充换电站的建设、运营、租赁;计算机软、硬件的研发、设计、生产、销售及服务;计算机系统集成;安防工程设计施工;电力工程施工总承包;承装(修、试)电力设施;电力供应、电力销售;进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
138,能源原材料,东营方圆有色金属有限公司技术中心,山东省,"废旧铜材的回收利用及铜制品加工、销售及进出口业务、仓储物流(不含危险化学品)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
139,信息产业,歌尔股份有限公司技术中心,山东省,"开发、制造、销售:声学、光学、无线通信技术及相关产品,机器人与自动化装备,智能机电及信息产品,精密电子产品模具,精密五金件,半导体类、MEMS类产品,消费类电子产品,LED封装及相关应用产品;与以上产品相关的软件的开发、销售;与以上技术、产品相关的服务;货物进出口、技术进出口(不含无线电发射及卫星接收设备,国家法律法规禁止的项目除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
140,高端化工,威海光威复合材料股份有限公司技术中心,山东省,"高性能纤维、织物、预浸材料、各类复合材料制品及装备的研发、生产、销售,技术开发与咨询,备案范围内的货物及技术进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
141,高端化工,山东农大肥业科技有限公司技术中心,山东省,"复混肥料生产,掺混肥料、有机-无机复混肥料、复合肥料、缓释肥料、控释肥料、微肥、冲施肥、生物有机肥料、微生物肥料、中量元素肥料、微量元素肥料、大量元素水溶肥料、中量元素水溶肥料、微量元素水溶肥料、含腐植酸水溶肥料、含氨基酸水溶肥料、药肥、有机肥、含钾中量元素肥料、含硫氮肥、农用颗粒硫酸钾、土壤调理剂、肥料添加剂、脲醛缓释复肥、稳定性复肥的生产、销售;编织袋的制作与销售;复合肥设备制造、复合肥原料购销;生产技术、工艺的咨询、培训服务;土壤治理,土壤修复工程技术咨询服务,进出口业务经营(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
142,高端化工,淄博大染坊丝绸集团有限公司技术中心,山东省,"普通货运(有效期限以许可证为准);丝绸制品、涤棉制品、化纤制品、棉及交织品、麻及交织品、化纤及交织品、丝绸生产、印染、加工、销售;服装、被褥、毛巾、家纺制品、服装机械设备生产、销售;丝绸工艺品、旅游纪念品、纺织原料、染化料、印染助剂(以上三项不含危险、易制毒化学品)、纺织器材及配件销售;房屋租赁;货物进出口(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
143,信息产业,海尔集团公司技术中心,山东省,"家用电器、电子产品、通讯器材、电子计算机及配件、普通机械、厨房用具、工业用机器人制造;国内商业(国家危禁专营专控商品除外)批发、零售;进出口业务(详见外贸企业审定证书);经济技术咨询;技术成果的研发及转让;自有房屋出租。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
144,信息产业,海信集团有限公司技术中心,山东省,"国有资产委托营运;电视机、冰箱、冷柜、洗衣机、小家电、影碟机、音响、广播电视设备、空调器、电子计算机、电话、通讯产品、网络产品、电子产品的制造、销售及服务;软件开发、网络服务;技术开发,咨询;自营进出口业务(按外经贸部核准项目经营);对外经济技术合作业务(按外经贸部核准项目经营);产权交易自营、经纪、信息服务;工业旅游;相关业务培训;物业管理;有形动产租赁、不动产租赁。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
145,高端装备制造,双星集团有限责任公司技术中心,山东省,"国有资产运营;自营进出口业务;服装鞋帽、袜、棉布、运动器械制造及经营。批发、零售:橡胶制品、工模器具、建筑材料、装饰材料、五金机电、百货、化工原料(不含危险品)、轮胎、纸、皮革、合成革;生产销售:抽纱、刺绣、绳线带、高级面料、包装箱、盒、机械设备、运动用球;房地产开发(含商住地产、工业地产)、房屋租赁(公司住所青岛市黄岛区两河路666号禁止生产)。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
146,现代金融,青岛港(集团)有限公司技术中心,山东省,"【资产管理;投资管理;股权投资】(未经金融监管部门批准,不得从事吸收存款、融资担保、代客理财等金融业务);港区土地开发;不动产租赁;有形动产租赁;港口建设工程项目管理;港口旅客运输服务;货物装卸;港口仓储及运输业、辅助业;货物销售;港口供水、供电、供热;保洁服务;电气设备销售;承揽电力工程。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
147,高端化工,青岛啤酒股份有限公司技术中心,山东省,"生产碳酸饮料(汽水);生产啤酒(熟啤酒、生啤酒、鲜啤酒、特种啤酒)(全国工业产品生产许可证,全国工业产品生产许可证1 有效期限以许可证为准)。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
148,信息产业,澳柯玛股份有限公司技术中心,山东省,"制冷产品(冰柜、冰箱、展示柜、制冰机、空调、酒柜、商用冷链设备)、洗衣机、日用家电、消毒抑菌设备、家用厨房电器具、净水设备、水槽、锂电池、自动售货机,电动车产品的制造、销售、技术开发、技术咨询;家用电器配件销售;家用电器维修、安装、调试、保养;物流方案设计、物流信息咨询服务;货运搬运、道路货物运输;仓储服务(不含危险品);机械设备租赁;以自有房屋对外出租。经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务(但国家限定公司经营或禁止进出的商品及技术除外)。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
149,高端装备制造,中车青岛四方机车车辆股份有限公司技术中心,山东省,"铁路机车、客车、动车组、城市轨道交通设备的设计、制造、修理、销售、租赁;铁路机、客车、动车组、城市轨道交通设备配件制造与销售;机车车辆技术服务;机械加工;铆焊加工;铸造件销售;热处理;计量检定测试;理化检验测验;销售测量设备;经营本企业进出口业务和本企业所需机械设备、零配件、原辅材料的进出口业务,但国家限定公司经营或禁止进出口商品除外。经营本企业进料加工和“三来一补”业务。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
150,现代金融,即发集团有限公司技术中心,山东省,"以自有资金进行投资管理,生产经营针织、服装、袜子、手套、织布(不含漂染);以自有房屋对外出租;机械设备租赁;普通货运(依据交通部门核发的《道路运输经营许可证》开展经营活动)。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",-
151,高端化工,青岛明月海藻集团有限公司技术中心,山东省,"生产加工:食品添加剂、复配食品添加剂;原料药(甘露醇、海藻酸);药用辅料(海藻酸钠);水产深加工品;蒸汽的生产和供应。生产加工:饮料、糖果制品、果冻、水产加工品。生产加工:藻酸丙二醇酯、海藻胶、海藻酸钙、碘、海藻酸、海藻碘、海藻精、冰淇淋设备(以上范围均不含危险化学品及一类易制毒化学品);货物进出口(不含分销业务);企业管理培训;土壤、煤炭、化工原料、海藻、原料药、医疗器械、肥料、化妆品及海藻制品的检验检测服务;电力销售(不含电网的建设、经营)(须办理生产许可证的,须凭许可证经营,涉及配额许可证和国家专项管理的商品按国家有关规定办理)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
152,信息产业,软控股份有限公司技术中心,山东省,"机械设备、模具、计算机软硬件、大规模集成电路、自动化系统、网络及监控工程设计、开发、生产、销售、安装、调试、维护;信息化系统的集成、销售、安装、调试、维护;以上业务的技术服务、咨询及培训;自营和代理各类商品和技术的进出口(国家限定公司经营或禁止进出口的商品和技术除外)。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
155,现代农业,山东新希望六和集团有限公司技术中心,山东省,"进出口业务(以中华人民共和国对外贸易经济合作部核准的进出口商品目录为准);饲料药物添加剂销售;饲料原料经营;企业管理咨询服务;农产品收购;农作物的种植及农产品的销售;厂房及设备租赁;以下限分支机构经营:肉食品加工、销售;饲料原料、兽药、鸡辅料生产加工、销售;畜禽配合饲料、浓缩饲料;种禽的加工孵化、生产经营;种鸡养殖技术咨询服务;禽肉产品质量技术检测;粮食收购;动物育种、饲养;兽医咨询;餐饮连锁店经营;仓储服务(不含危险品及违禁品);企业管理类教育培训。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",-
